id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
785,"The Hidden Life of Trees : What They Feel, How They Communicate—Discoveries from a Secret World",Peter Wohlleben,9780835354446,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,3.64,778,Vintage Books,1962,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
786,The Hidden Life of Trees: The International Bestseller,Peter Wohlleben,9788404456695,Lifestyle & Leisure,"Crafts, Home & Lifestyle",Gardening & Landscape Design,9.4,178,Oxford University Press,1987,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
787,"The Tiger Who Came to Tea: The bestselling classic children’s book, from the beloved Judith Kerr",Judith Kerr,9782633373896,Children & Young Adult,Children's Books,Animals & Pets,2.42,1140,Scholastic,2002,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
788,God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3),Rina Kent,9785153663774,Fiction,Romance,Paranormal,3.58,1155,Bloomsbury Publishing,1953,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
789,God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3),Rina Kent,9782924075531,Fiction,Romance,Romantic Suspense,3.58,1120,Hachette Livre,2008,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
790,ONCE UPON A BROKEN HEART,Stephanie Garber,9788459090222,Fiction,Literature & Fiction,"Myths, Legends & Sagas",5.27,953,Scholastic,1982,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
791,Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,9789966361869,Education,Reference,Library & Information Science,7.81,664,Penguin Books,1995,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
792,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,9785974121825,Children & Young Adult,Children's Books,"Cars, Trains & Things That Go",3.78,741,Oxford University Press,1994,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
793,The Fake Out: a fake dating hockey romance (Vancouver Storm Book 2),Stephanie Archer,9780231643348,Fiction,Romance,Sports,4.39,866,Oxford University Press,1995,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
794,The Fake Out: a fake dating hockey romance (Vancouver Storm Book 2),Stephanie Archer,9780580256625,Fiction,Romance,Romantic Comedy,4.39,732,Oxford University Press,1981,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
795,$100M Offers: How To Make Offers So Good People Feel Stupid Saying No,Alex Hormozi,9786716323464,Education,Higher Education Textbooks,Business & Finance,3.84,445,Oxford University Press,1985,"Narración brillante que combina suspense, emoción y reflexión filosófica."
796,Magnus Chase and The Hammer of Thor (Boo,Rick Riordan,9789493874303,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",2.85,373,Hachette Livre,2007,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
797,Magnus Chase and The Hammer of Thor (Boo,Rick Riordan,9786938597773,Children & Young Adult,Children's Books,Fantasy,2.85,165,Random House,1956,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
798,Magnus Chase and The Hammer of Thor (Boo,Rick Riordan,9784754692639,Children & Young Adult,Children's Books,Religion,2.85,511,Hachette Livre,1991,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
799,Magnus Chase and The Hammer of Thor (Boo,Rick Riordan,9787629160324,Children & Young Adult,Children's Books,Humour,2.85,961,Hachette Livre,2008,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
800,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex",John Gray,9781376815118,Non-Fiction,Society & Social Sciences,Society & Culture,17.32,1143,Simon & Schuster,1983,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
801,Untamed,Glennon Doyle,9787243807016,Education,Reference,Library & Information Science,5.38,649,Scholastic,1970,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
802,Lords of Pain (Dark College Bully Romance): Royals of Forsyth University,Angel Lawson,9786360041256,Fiction,Romance,Sports,4.51,723,Random House,1976,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
803,Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,9781183727422,Non-Fiction,Religion,New Age & Spirituality,1.09,283,Bloomsbury Publishing,2021,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
804,Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,9781241862100,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,1.09,791,Macmillan Publishers,2020,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
805,Inheritance (The Lost Bride Trilogy),Nora Roberts,9785230837083,Fiction,"Fantasy, Horror & Science Fiction",Horror,5.93,663,Bloomsbury Publishing,1991,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
806,That Forever Girl (Getting Lucky Book 2),Meghan Quinn,9787090063354,Fiction,Romance,Small Town Romance,1.42,419,Penguin Books,2001,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
807,Concept of Physics by H.C Verma Part - I - Session 2022-23,H.C. Verma,9780600531319,Children & Young Adult,Teen & Young Adult,Education & Reference,4.99,322,Vintage Books,1994,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
808,Unravel Me,Tahereh Mafi,9786815583934,Children & Young Adult,Teen & Young Adult,Romance,3.56,669,HarperCollins,1972,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
809,Unravel Me,Tahereh Mafi,9781331552063,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,3.56,640,Hachette Livre,2013,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
810,Unravel Me,Tahereh Mafi,9783731495016,Children & Young Adult,Children's Books,Crime & Thriller,3.56,1076,Scholastic,1961,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
811,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,9789718924197,Fiction,"Fantasy, Horror & Science Fiction",Horror,3.46,978,Oxford University Press,1992,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
812,The Secret of the Nagas,Amish Tripathi,9785257150990,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",1.48,538,HarperCollins,1995,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
813,The Secret of the Nagas,Amish Tripathi,9783890309141,Fiction,Literature & Fiction,"Myths, Legends & Sagas",1.48,426,Simon & Schuster,2018,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
814,"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,9789102574320,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",2.98,670,Scholastic,1979,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
815,The Secret of the Nagas,Amish Tripathi,9783975245089,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,1.48,611,Oxford University Press,1990,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
816,"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,9783553380332,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,2.98,297,Macmillan Publishers,1989,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
817,"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,9785270171305,Fiction,Literature & Fiction,"Myths, Legends & Sagas",2.98,554,Macmillan Publishers,1962,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
818,The Murder on the Links,Agatha Christie,9781298338160,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,1.83,650,Oxford University Press,1961,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
819,DOM: Alliance Series Book Three,S.J. Tilly,9783362934497,Fiction,Romance,Action & Adventure,4.56,368,Hachette Livre,2001,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
820,DOM: Alliance Series Book Three,S.J. Tilly,9787156627760,Fiction,Romance,Alpha Male,4.56,276,Hachette Livre,1990,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
821,Crime And Punishment,Fyodor Dostoyevsky,9782706614981,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,2.63,503,Penguin Books,2013,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
822,Crime and Punishment,Fyodor Dostoevsky,9784674746894,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,0.18,1121,Random House,1973,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
823,Crime And Punishment,Fyodor Dostoyevsky,9782732300851,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",2.63,425,Vintage Books,1998,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
824,Crime And Punishment,Fyodor Dostoyevsky,9786567491606,Fiction,Literature & Fiction,Classic Fiction,2.63,136,Vintage Books,1975,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
825,God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2),Rina Kent,9782364587507,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",3.68,161,Random House,1983,"Narración brillante que combina suspense, emoción y reflexión filosófica."
826,Ignite Me (Shatter Me): TikTok Made Me Buy It! The most addictive YA fantasy series of 2021,Tahereh Mafi,9783705024978,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,3.56,1185,Vintage Books,2012,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
827,Ignite Me (Shatter Me): TikTok Made Me Buy It! The most addictive YA fantasy series of 2021,Tahereh Mafi,9789920116695,Children & Young Adult,Teen & Young Adult,Romance,3.56,1181,Oxford University Press,1994,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
828,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,9786264488696,Fiction,Romance,Romantic Comedy,0.76,479,Vintage Books,1993,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
829,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,9781952436407,Fiction,Romance,Contemporary,0.76,93,Bloomsbury Publishing,2006,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
830,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,9781168646221,Fiction,Literature & Fiction,Short Stories,0.76,1080,Bloomsbury Publishing,1996,"Narración brillante que combina suspense, emoción y reflexión filosófica."
831,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,9783728179323,Fiction,Romance,Collections & Anthologies,0.76,132,Penguin Books,1970,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
832,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,9783467912145,Fiction,Romance,New Adult & College,0.76,836,Macmillan Publishers,1971,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
833,Ruthless Vows: Book 2 (Letters of Enchantment),Rebecca Ross,9784150937719,Fiction,Romance,Clean & Wholesome,6.82,496,Scholastic,1991,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
834,The Final Gambit,Jennifer Lynn Barnes,9780901380697,Children & Young Adult,Children's Books,"Family, Personal & Social Issues",3.21,657,Hachette Livre,1952,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
835,The Final Gambit,Jennifer Lynn Barnes,9787596555539,Children & Young Adult,Children's Books,Crime & Thriller,3.21,953,Simon & Schuster,1964,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
836,The Final Gambit,Jennifer Lynn Barnes,9789055107621,Children & Young Adult,Children's Books,Mysteries & Curiosities,3.21,991,Bloomsbury Publishing,1974,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
837,The Final Gambit,Jennifer Lynn Barnes,9788435797867,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.21,1146,Scholastic,1989,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
838,The Lean Startup: The Million Copy Bestseller Driving Entrepreneurs to Success,Eric Ries,9780505739765,Science & Technology,"Computing, Internet & Digital Media",Internet & Social Media,2.04,338,Random House,2014,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
839,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9786716493281,Education,Higher Education Textbooks,Computer Science,6.41,1009,Bloomsbury Publishing,2021,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
840,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9782714872713,Education,Higher Education Textbooks,Business & Finance,6.41,684,Vintage Books,1987,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
841,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9783321160252,Science & Technology,"Computing, Internet & Digital Media",Databases & Big Data,6.41,304,HarperCollins,2021,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
842,The Lean Startup: The Million Copy Bestseller Driving Entrepreneurs to Success,Eric Ries,9784712871531,Business & Law,Business & Economics,Industries,2.04,325,HarperCollins,2018,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
843,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9785668633410,Business & Law,Business & Economics,Industries,6.41,990,Bloomsbury Publishing,1972,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
844,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9781593195255,Education,Higher Education Textbooks,Engineering Textbooks,6.41,965,Simon & Schuster,2000,"Narración brillante que combina suspense, emoción y reflexión filosófica."
845,The Lean Startup: The Million Copy Bestseller Driving Entrepreneurs to Success,Eric Ries,9784098366555,Science & Technology,"Computing, Internet & Digital Media",Programming & Software Development,2.04,1090,Simon & Schuster,1959,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
846,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,9789316087529,Science & Technology,"Computing, Internet & Digital Media",Programming & Software Development,6.41,618,HarperCollins,1975,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
847,Diary of a Wimpy Kid: The Deep End (Book 15),Jeff Kinney,9787294209549,Children & Young Adult,Children's Books,Comics & Graphic Novels,2.5,257,Vintage Books,1961,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
848,Diary of a Wimpy Kid: The Deep End (Book 15),Jeff Kinney,9789737460525,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.5,360,Macmillan Publishers,1961,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
849,Diary of a Wimpy Kid: The Deep End (Book 15),Jeff Kinney,9782764208656,Children & Young Adult,Children's Books,Humour,2.5,650,Random House,2001,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
850,The Art Of War,Sun Tzu,9786618443862,Lifestyle & Leisure,Sports,Combat Sports & Self-Defence,1.9,318,Random House,1983,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
851,Choosing Theo: The Clecanian Series Book 1,Victoria Aveline,9789047292774,Fiction,Romance,Science Fiction,4.56,804,Bloomsbury Publishing,1968,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
852,Where Is Baby'S Belly Button?,Karen Katz,9783305912666,Children & Young Adult,Children's Books,"Games, Toys & Activities",2.85,241,Scholastic,1993,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
853,Where Is Baby'S Belly Button?,Karen Katz,9785720185968,Children & Young Adult,Children's Books,Literature & Fiction,2.85,535,Bloomsbury Publishing,2018,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
854,Where Is Baby'S Belly Button?,Karen Katz,9780136749268,Children & Young Adult,Children's Books,"Science, Nature & Technology",2.85,232,Oxford University Press,1995,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
855,Where Is Baby'S Belly Button?,Karen Katz,9784750111178,Children & Young Adult,Children's Books,"Crafts, Hobbies & Practical Interests",2.85,749,Simon & Schuster,2000,"Narración brillante que combina suspense, emoción y reflexión filosófica."
856,Ruthless Rival (Cruel Castaways),L.J. Shen,9789997419267,Fiction,Romance,Alpha Male,1.42,400,Bloomsbury Publishing,1967,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
857,The Checklist Manifesto: How to Get Things Right,Atul Gawande,9789215182604,Fiction,Literature & Fiction,Essays,2.07,1118,Vintage Books,1999,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
858,Checklist Manifesto The (R/J),Gawande Atul,9788718981311,Education,Reference,Library & Information Science,2.27,766,Macmillan Publishers,1963,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
859,The Prophet (Deluxe Hardbound Edition),Kahlil Gibran,9780875102930,Fiction,Literature & Fiction,Poetry,3.51,645,Oxford University Press,1987,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
860,"Think Straight: Change your thoughts, Change your life [Paperback] Foroux, Darius",Darius Foroux,9784011845824,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,1.53,1008,Oxford University Press,2022,"Narración brillante que combina suspense, emoción y reflexión filosófica."
861,"Think Straight: Change your thoughts, Change your life [Paperback] Foroux, Darius",Darius Foroux,9784084872973,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,1.53,1130,HarperCollins,1960,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
862,God of Small Things,Roy Arundhati,9789883103034,Fiction,Romance,Contemporary,3.34,231,Oxford University Press,1991,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
863,God of Small Things,Roy Arundhati,9782983954298,Fiction,Romance,Multicultural & Interracial,3.34,724,Scholastic,1978,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
864,Jonathan Livingston Seagull: A Story,Richard Bach,9784462671463,Fiction,Literature & Fiction,Classic Fiction,2.5,158,Scholastic,2006,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
865,"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",DR BRIAN WEISS,9781435989266,Non-Fiction,History,Biographies & Autobiographies,2.42,967,Scholastic,1955,"Narración brillante que combina suspense, emoción y reflexión filosófica."
866,"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",DR BRIAN WEISS,9786093141814,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,2.42,285,Bloomsbury Publishing,1981,"Narración brillante que combina suspense, emoción y reflexión filosófica."
867,Seven Brief Lessons on Physics (L),Carlo Rovelli,9785155423409,Science & Technology,"Sciences, Technology & Medicine",Astronomy,3.67,1147,Simon & Schuster,2020,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
868,"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",Fumitake Koga,9786112849717,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,11.69,730,Bloomsbury Publishing,1969,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
869,"Courage To Be Disliked, The: How to free yourself, change your life and achieve real happiness (Courage To series)",Ichiro Kishimi and Fumitake Koga,9784849102562,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,3.67,469,Hachette Livre,1985,"Narración brillante que combina suspense, emoción y reflexión filosófica."
870,The Courage To Be Disliked: A single book can change your life (Courage To series),Ichiro Kishimi,9788967924087,Non-Fiction,Society & Social Sciences,Society & Culture,3.49,152,Hachette Livre,1953,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
871,"Courage To Be Disliked, The: How to free yourself, change your life and achieve real happiness (Courage To series)",Ichiro Kishimi and Fumitake Koga,9786940539677,Non-Fiction,Society & Social Sciences,Society & Culture,3.67,96,Macmillan Publishers,2013,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
872,"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",Fumitake Koga,9787844683414,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,11.69,583,Hachette Livre,1978,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
873,"Courage To Be Disliked, The: How to free yourself, change your life and achieve real happiness (Courage To series)",Ichiro Kishimi and Fumitake Koga,9781113129018,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,3.67,360,Random House,1978,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
874,"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",Fumitake Koga,9780682778812,Non-Fiction,Society & Social Sciences,Society & Culture,11.69,850,Random House,1981,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
875,Brutal Obsession: A Dark Hockey Romance (Hockey Gods),S. Massery,9783068538908,Fiction,Romance,New Adult & College,4.49,530,Bloomsbury Publishing,1978,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
876,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9788321528501,Business & Law,Business & Economics,Analysis & Strategy,9.28,480,Macmillan Publishers,2006,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
877,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9782515381446,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,9.28,623,Penguin Books,1977,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
878,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9783096348076,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,9.28,1042,Scholastic,1968,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
879,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9785097545105,Education,Reference,"Words, Language & Grammar",2.25,390,Oxford University Press,1951,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
880,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9785016731882,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,2.65,1072,Hachette Livre,1987,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
881,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,9787024376543,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,2.65,463,Random House,1981,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
882,DEATH: AN INSIDE STORY,Sadhguru,9788417722568,Non-Fiction,Religion,New Age & Spirituality,2.6,1097,HarperCollins,1952,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
883,DEATH: AN INSIDE STORY,Sadhguru,9781340266505,Non-Fiction,Religion,Religious Studies,2.6,658,Bloomsbury Publishing,2011,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
884,The Predator: An Enemies to Lovers Dark Romance (Dark Verse Book 1),RuNyx,9784167872568,Fiction,Romance,Romantic Suspense,2.86,349,Vintage Books,2006,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
885,7 Habits of Highly Effective People,STEPHEN R COVEY,9781102258039,Business & Law,Business & Economics,Analysis & Strategy,4.06,486,Bloomsbury Publishing,2003,"Narración brillante que combina suspense, emoción y reflexión filosófica."
886,High School English Gram & Comp (Reg Ed),"Rao N,D,V,Prasada",9789067447168,Children & Young Adult,Children's Books,Reference,2.64,261,Bloomsbury Publishing,2021,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
887,High School English Gram & Comp (Reg Ed),"Rao N,D,V,Prasada",9788234143638,Children & Young Adult,Children's Books,Education & Reference,2.64,1137,Bloomsbury Publishing,2020,"Narración brillante que combina suspense, emoción y reflexión filosófica."
888,High School English Gram & Comp (Reg Ed),"Rao N,D,V,Prasada",9789239231268,Education,Reference,"Words, Language & Grammar",2.64,518,Simon & Schuster,2022,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
889,7 HABITS OF HIGHLY EFFECTIVE TEENAGERS,SEAN COVEY,9782609310666,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.73,86,Penguin Books,1974,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
890,Better Than the Movies,Lynn Painter,9783567086049,Children & Young Adult,Teen & Young Adult,Romance,3.56,969,Vintage Books,2002,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
891,AS A MAN THINKETH,James Allen,9784563502005,Fiction,Literature & Fiction,Essays,0.94,217,Simon & Schuster,1973,"Narración brillante que combina suspense, emoción y reflexión filosófica."
892,As a Man Thinketh,James Allen,9784749162472,Fiction,Literature & Fiction,Classic Fiction,0.76,1084,Random House,2016,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
893,As a Man Thinketh,James Allen,9781108255598,Fiction,Literature & Fiction,Essays,0.76,507,Vintage Books,2001,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
894,As a Man Thinketh,James Allen,9783439611290,Business & Law,Business & Economics,Economics,0.76,444,Vintage Books,2023,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
895,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime,MJ DeMarco,9783371189547,Business & Law,Business & Economics,Industries,3.11,159,Scholastic,1999,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
896,"Writing Practice Boxset: Pack of 4 Books (Writing Fun: Write And Practice Capital Letters, Small Letters, Patterns and Numbers 1 to 10)",Wonder House Books,9782023684859,Education,Reference,"Words, Language & Grammar",2.19,936,HarperCollins,1983,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
897,"Writing Practice Boxset: Pack of 4 Books (Writing Fun: Write And Practice Capital Letters, Small Letters, Patterns and Numbers 1 to 10)",Wonder House Books,9786176880293,Children & Young Adult,Children's Books,Interactive & Activity Books,2.19,618,Vintage Books,1996,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
898,Until You (Off-Limits),Catharina Maura,9780903678817,Fiction,Romance,Contemporary,4.94,858,Vintage Books,1983,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
899,The Story of My Experiments With Truth,Mahatma Gandhi,9786866943202,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,1.64,560,Bloomsbury Publishing,2005,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
900,The Story of My Experiments With Truth,Mahatma Gandhi,9789087884431,Non-Fiction,History,Biographies & Autobiographies,1.64,794,Penguin Books,1997,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
901,The Midnight Gang,David Walliams,9781230834021,Children & Young Adult,Children's Books,Humour,3.21,1071,Oxford University Press,1996,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
902,The Sun is also a Star,Nicola Yoon,9780338105956,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.07,1166,Vintage Books,1980,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
903,The Ice Monster: A funny illustrated children’s book from multi-million bestseller David Walliams,David Walliams,9784269450054,Children & Young Adult,Children's Books,Historical Fiction,3.51,448,Simon & Schuster,1990,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
904,WAR STORM: RED QUEEN BOOK 4,Victoria Aveyard,9784089164988,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,4.68,694,Random House,2019,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
